epoch,accuracy,loss,val_accuracy,val_loss
0,0.5131518244743347,0.6923983097076416,0.5137577652931213,0.6925508379936218
1,0.5155214071273804,0.6921667456626892,0.5119944214820862,0.6925279498100281
2,0.5151999592781067,0.6921870708465576,0.515227198600769,0.6922138333320618
3,0.517082691192627,0.6921054124832153,0.5154109001159668,0.6922073364257812
4,0.5157877206802368,0.6920363306999207,0.5154476165771484,0.692287266254425
5,0.515769362449646,0.6919999718666077,0.5157048106193542,0.6921308636665344
6,0.516054093837738,0.6919608116149902,0.5156313180923462,0.692035436630249
7,0.5167704224586487,0.691874086856842,0.5156313180923462,0.6921705603599548
8,0.5176613330841064,0.6915488839149475,0.5155578255653381,0.6919522285461426
9,0.5159438848495483,0.6917902231216431,0.5155578255653381,0.6920781135559082
10,0.5159255266189575,0.691697359085083,0.5188273787498474,0.6918026208877563
11,0.5172113180160522,0.6913661360740662,0.5162925720214844,0.6918789148330688
12,0.5203339457511902,0.6914805769920349,0.51853346824646,0.6919022798538208
13,0.5203247666358948,0.6911819577217102,0.5202600955963135,0.6916505098342896
14,0.5204441547393799,0.6910507082939148,0.5142353177070618,0.6938427090644836
15,0.5207564234733582,0.6911232471466064,0.5217295289039612,0.6921443939208984
16,0.5228044986724854,0.6910340189933777,0.5188273787498474,0.6916953921318054
17,0.5197277665138245,0.6909369230270386,0.5177620053291321,0.691623866558075
18,0.520848274230957,0.6909491419792175,0.5248888731002808,0.691367506980896
19,0.5238147974014282,0.690712571144104,0.5198559761047363,0.6924220323562622
20,0.522914707660675,0.6907702684402466,0.523345947265625,0.6914533376693726
21,0.5206829309463501,0.6910245418548584,0.5182396173477173,0.6920626759529114
22,0.5246321558952332,0.69044429063797,0.5193417072296143,0.6915135383605957
23,0.5237137675285339,0.6906114816665649,0.5217295289039612,0.6916686296463013
24,0.5233647227287292,0.6904142498970032,0.5247419476509094,0.69159334897995
25,0.5227494239807129,0.6908843517303467,0.5211050510406494,0.6916383504867554
26,0.521481990814209,0.6910634636878967,0.5248521566390991,0.6914211511611938
27,0.524228036403656,0.6907268166542053,0.52217036485672,0.691664457321167
28,0.5240076184272766,0.6903029680252075,0.5251460075378418,0.6911285519599915
29,0.5230984091758728,0.6907427310943604,0.5179457068443298,0.6918591856956482
30,0.5161459445953369,0.6911061406135559,0.5161823630332947,0.6917638778686523
31,0.5229698419570923,0.6907373666763306,0.5246317386627197,0.691119909286499
32,0.5252750515937805,0.6907108426094055,0.519966185092926,0.6929082870483398
33,0.5252566933631897,0.6905960440635681,0.5222071409225464,0.6914439797401428
34,0.5265792608261108,0.6902701258659363,0.5167334079742432,0.6919153332710266
35,0.5274792909622192,0.6901103258132935,0.519782543182373,0.6917380690574646
36,0.5227769613265991,0.6910735964775085,0.5250357985496521,0.6913080215454102
37,0.5243015289306641,0.6905189156532288,0.5200763940811157,0.6918186545372009
38,0.5270843505859375,0.6900842785835266,0.5231255292892456,0.6913873553276062
39,0.528057873249054,0.6899600625038147,0.5231255292892456,0.691430926322937
40,0.5252291560173035,0.6901373267173767,0.5172844529151917,0.6917226910591125
41,0.5264506340026855,0.6905109882354736,0.5180926322937012,0.6928595304489136
