,Long,Short
2018-01-02,0.0029037312518172655,0.004610231710014068
2018-01-03,-0.013827616083665839,-0.0019233446349472328
2018-01-04,0.01609214435166355,-0.003994520070544705
2018-01-05,-0.0083728423470532,-0.008806458116851023
2018-01-08,-0.010012750643787982,0.008643631318500877
2018-01-09,0.0008487021312956645,0.0035480055324919714
2018-01-10,0.011455373178151951,-0.018479664600597023
2018-01-11,0.0031705828343961072,-0.006664577328115251
2018-01-12,-0.019922469685255684,0.011126326631632776
2018-01-16,0.013961006294528667,-0.01888504370052142
2018-01-17,-0.01280945920145229,-0.001832455289372803
2018-01-18,0.009879912591074725,-0.009352729423410755
2018-01-19,0.011286839140331994,-0.0074577926276074066
2018-01-22,0.01041443714651059,-0.005933822060762572
2018-01-23,0.0028008666742840305,0.009825504748189306
2018-01-24,0.014167815269150053,-0.00454503859153268
2018-01-25,0.007759102050229549,-0.011277649120384347
2018-01-26,-0.007741781112762125,0.001336345135853434
2018-01-29,-0.007850635788135708,0.0062566932555406796
2018-01-30,0.0006056129140222688,0.01186141099481074
2018-01-31,0.0034857837891881125,-0.0020947952259810056
2018-02-01,-0.02745794125015799,0.018848721950491254
2018-02-02,-0.044752615321887845,0.02775079697077073
2018-02-05,0.03284032840676152,-0.007177553875521536
2018-02-06,-0.009147283334398714,-0.0008957648053897315
2018-02-07,-0.03672653486071177,0.03654034912629843
2018-02-08,0.01584234703449112,-0.011632783779576905
2018-02-09,0.022755570176367403,-0.010101977088660286
2018-02-12,-0.0009761252994153425,-0.0007449298613995236
2018-02-13,0.01828927696790005,-0.02013280800364712
2018-02-14,0.010891005027014377,-0.0003957514384200445
2018-02-15,0.0029025390693036444,-0.0018552168673537928
2018-02-16,-0.0008322255425318836,0.007519107626322708
2018-02-20,-0.0031950884653615284,0.0007882718840404701
2018-02-21,0.0038595738555632364,0.006924774347022733
2018-02-22,0.022341622710389065,-0.01666766619218559
2018-02-23,0.014694344962868311,0.00037866920769574763
2018-02-26,-0.01252578930181445,0.021925214509445512
2018-02-27,-0.014406378536793695,0.005777652114052112
2018-02-28,-0.0018066871012867082,0.017573662335136152
2018-03-01,0.002652932377404904,-0.00031781667451328264
2018-03-02,0.01560258214308501,-0.028878707155885495
2018-03-05,0.004103812739167068,-0.016042909121114158
2018-03-06,-0.0020435435189253394,-0.008325741177580458
2018-03-07,0.0027999218076947053,-0.0015647806903302587
2018-03-08,0.02018912096761738,-0.01768560099492953
2018-03-09,0.005307925032359185,0.003955885016623084
2018-03-12,-0.008027903520198953,0.009586938373503684
2018-03-13,0.00775445556325477,-0.003586784465299808
2018-03-14,-0.0013563113465038024,-0.0008865095275780277
2018-03-15,0.000974710895440678,-0.00854963035058195
2018-03-16,-0.008487545892115266,0.007693441498188169
2018-03-19,0.0219215943672443,-0.007045602969638165
2018-03-20,0.0025206899866339837,-0.00663728097271421
2018-03-21,-0.027456475772847044,0.021380317603048805
2018-03-22,-0.02753332527800557,0.01602567385434307
2018-03-23,0.027204516791172573,-0.024487475554662484
2018-03-26,-0.03221285048636589,0.016003094479162493
2018-03-27,0.00021307900990209517,0.021132529473930895
2018-03-28,0.02544627465648035,-0.014222101503086703
2018-03-29,-0.01697172938848235,0.02042203499728711
2018-04-02,0.00766255559969733,-0.02135268049817305
2018-04-03,0.026938513438455526,-0.014076427290407168
2018-04-04,0.008056146165531141,-0.006280915294126088
2018-04-05,-0.020731365033942482,0.027162403836183346
2018-04-06,0.0008148665209029571,-0.004535725480622132
2018-04-09,0.02811162811455663,-0.006773410600849428
2018-04-10,0.00660780720301789,0.0027469013140349772
2018-04-11,0.006603983024340732,0.0023395941944662547
2018-04-12,-0.0014247629574177356,0.00047444196627579596
2018-04-13,0.007811444501620801,-0.027811906988394263
2018-04-16,0.04038129453787085,-0.011594578179833882
2018-04-17,-0.0020873836123371237,-0.007772778094682043
2018-04-18,-0.007667487723504773,0.00045079739689692924
2018-04-19,-0.008817207854895658,0.005361133184719114
2018-04-20,-0.00026594457732145307,-0.0013722960324697442
2018-04-23,-0.019133243352814834,0.014521661813053921
2018-04-24,0.0016337810923720774,-0.0063987130387121675
2018-04-25,0.04638784856089225,-0.002319393746299958
2018-04-26,0.010811071648480209,0.009635607270252766
2018-04-27,-0.010604920187282142,0.004463683000040697
2018-04-30,0.0026582534504658193,0.021095722605054913
2018-05-01,-0.014920805936337378,0.004055560099510702
2018-05-02,0.021498251017451085,0.006881447879100356
2018-05-03,0.015667382992861432,-0.0128173223798288
2018-05-04,0.0031887445449905296,-0.0066014265441823984
2018-05-07,0.0016777086138636376,-0.006804098646575862
2018-05-08,0.007917051336319014,-0.01072048041923659
2018-05-09,0.013239896697900034,-0.004245118472076726
2018-05-10,0.0076603929494203134,-0.00149961531407089
2018-05-11,0.003907139027940165,0.0004776676272249092
2018-05-14,-0.008117003470164285,0.009604713325376935
2018-05-15,0.004431052493997422,-0.00631801676517747
2018-05-16,0.00010709918370273019,0.004291179247938137
2018-05-17,-0.0048102744348644585,0.0025312146686853887
2018-05-18,0.006654845829136802,-0.003164462183366257
2018-05-21,-0.0028909338602606583,0.016251913173357956
2018-05-22,0.009680103944846396,0.0036192256982961134
2018-05-23,-0.0040342834654503055,-0.004433311837182929
2018-05-24,-0.014513389067836512,0.0032784910941153654
2018-05-25,-0.012307827889217127,0.010618793297897732
2018-05-29,0.016508222243821934,-0.01897241654471653
2018-05-30,-0.0026519592955383973,0.01833867397670801
2018-05-31,0.0028751011243260626,-0.0026094242078641416
2018-06-01,0.007567286227717918,-0.007711068336949655
2018-06-04,-0.009436123231927818,-0.012296705282339749
2018-06-05,0.018040242785081883,0.0007221073670570122
2018-06-06,0.0035628673792076236,0.013625091032384806
2018-06-07,0.011767282917900312,-0.005437153506680647
2018-06-08,0.0016431058432893164,-0.0033972356306299577
2018-06-11,-0.0018755456605424325,-0.006743257896536648
2018-06-12,0.0010729795966627376,0.008856756158305867
2018-06-13,0.003549332638110059,-0.008596529172352142
2018-06-14,-0.01017733167028877,0.0011219970805629088
2018-06-15,0.010005898553756287,-0.0038274893771688356
2018-06-18,-0.00012271304169972908,0.01333071369379919
2018-06-19,0.009422100407156797,-0.004883955625805026
2018-06-20,-0.02132869686038591,0.009270714524720313
2018-06-21,0.015552307526733866,0.0035400803790919255
2018-06-22,-0.024205359071562082,0.01975217107986408
2018-06-25,-0.0015153379044582694,-0.006161336575248799
2018-06-26,-0.026966587018039157,0.00994716047220121
2018-06-27,0.009601597974923303,0.00018403753431384118
2018-06-28,-0.0034996838068890755,0.01666820313185937
2018-06-29,0.010543752394915729,0.0017170663593860658
2018-07-02,0.00661975020757658,0.006573933500917617
2018-07-03,0.0029948572982019584,-0.005032963272874835
2018-07-05,0.004967703178029992,-0.009885920220427669
2018-07-06,0.008020000027709862,-0.0023633747314275146
2018-07-09,-0.004628333257323591,0.0014165228398148044
2018-07-10,-0.0031074042568409845,0.02029066757835356
2018-07-11,0.010530836569735313,-0.00985129026853776
2018-07-12,-0.0025988119814494225,-0.0006677246758566957
2018-07-13,-0.0005351650906345595,0.005631704774431323
2018-07-16,0.0030300441580243475,-0.004979935633900379
2018-07-17,-0.0021508524014739903,0.0029819411414382046
2018-07-18,-0.004032734514274517,0.008716295812618069
2018-07-19,-0.006654987729668105,0.0067045345812635545
2018-07-20,-0.0049254496168369966,0.003516768958926586
2018-07-23,-0.017098902257302994,0.007629773673106322
2018-07-24,0.016598612777129384,-0.008357519793921386
2018-07-25,0.0030615781473475544,0.002880415952650384
2018-07-26,-0.02222991939839023,0.013992143689137515
2018-07-27,-0.0268920839881401,0.001782157167867071
2018-07-30,0.005884658069694859,-0.003853084404778695
2018-07-31,0.001707758757786848,0.00971003919978003
2018-08-01,0.027957547230351133,-0.006857982198844625
2018-08-02,-0.007598292623673264,-0.009099189796063278
2018-08-03,0.02109829423557711,-0.0036877972350015443
2018-08-06,0.015591805379717206,-0.011115717209617149
2018-08-07,-0.010298573402324828,0.0007635801754440452
2018-08-08,-0.0015973888549949632,-0.0003385720795342606
2018-08-09,0.0002950845525329537,0.005993970462122156
2018-08-10,0.0055653704404667,0.011647060645015129
2018-08-13,0.009231661029770633,-0.005832778941333006
2018-08-14,-0.02557123707254886,0.006255857658476194
2018-08-15,0.018201306974423237,-0.002996002772846973
2018-08-16,0.004357812272722172,-0.006801176944414344
2018-08-17,0.011157631206154307,-0.009504802164037252
2018-08-20,0.008102219316214253,-0.005908963060266581
2018-08-21,0.0008164291553977687,0.006544598844324334
2018-08-22,-0.005753131862604732,-0.012467905302085646
2018-08-23,0.011782949716377233,-0.00836856265604966
2018-08-24,0.005558440913010343,0.0020346046163444488
2018-08-27,0.0034530188864578927,0.0009068501073181467
2018-08-28,0.011130315421785896,0.0009936054556971218
2018-08-29,-0.01719669983840355,0.003955625389173112
2018-08-30,0.002093554616300086,-0.006172233482368039
2018-08-31,-0.002752235136133785,-0.02284711099401049
2018-09-04,0.00031309739150217066,0.016454078463459254
2018-09-05,-0.0033253029335351346,0.0016481016812536886
2018-09-06,-0.011333302800322197,-0.0006356383175609714
2018-09-07,0.001357131411880419,-0.008445469868151622
2018-09-10,0.004002873024030662,-0.005094602230838352
2018-09-11,0.012055092612180096,-0.01323763635872549
2018-09-12,0.0074215087889068386,-0.006343159448852054
2018-09-13,0.00035167391933674794,-0.004683774645850247
2018-09-14,-0.009162628776927584,0.0010926741248245332
2018-09-17,0.02174169954984908,-0.005126626461331984
2018-09-18,0.0028086489606700127,2.2352888722887432e-05
2018-09-19,0.0031759270063498545,-0.002370055103576918
2018-09-20,-0.0017394824035709133,0.00033790735896230826
2018-09-21,0.001202927744095228,0.005149739248098017
2018-09-24,0.013599331433100614,-0.0027423794820335746
2018-09-25,-0.005420216482209949,0.003562836934046598
2018-09-26,0.0008307870030622944,0.00783468899019868
2018-09-27,0.0008319442060857662,0.004263167111343558
2018-09-28,0.001606068121797899,-0.0021993556824704387
2018-10-01,-0.012423770942496937,0.012075261482299171
2018-10-02,0.006083639532740492,-0.0016331426364668221
2018-10-03,-0.023705591937263747,0.011087142008694295
2018-10-04,-0.0072436952618172065,0.00299914376164877
2018-10-05,-0.019322643034102572,0.004017789954698636
2018-10-08,-0.005179731331757709,0.006022935551027908
2018-10-09,-0.047720932067647236,0.030236565513876344
2018-10-10,-0.0031296165257576948,0.024626886061219322
2018-10-11,0.045088932938549944,-0.0062918181523127
2018-10-12,-0.0018775215777820486,0.006326984812075354
2018-10-15,0.030346461346882524,-0.027343770248328812
2018-10-16,-0.0015891469128010872,0.001622040246215073
